date,1646500,1645000,1644000,1643000,1638500,1636500,1619500,1616500,1614500,1613000,1611500,1610155,1610000,1609000,1608500,1604500,1603000,1601500,1598500,1595800,1597500,1595500,1596500,1643500,1591000,1591400,1591700,1656000
2014-04-26 0:00,11600,182,740,1140,9510,3600,421,423,744,2930,500,98.8,2270,144,1040,79.8,874,261,352,256,53.1,278,38,111,68.2,40.5,38.1,170
2014-04-27 0:00,12500,161,481,1100,10700,4210,381,308,649,3330,732,94.8,2440,134,1280,79.9,826,241,352,257,52.8,240,35.5,87.6,61.3,36.3,33.3,97.8
2014-04-28 0:00,13100,152,420,874,10700,4170,363,264,566,3400,643,86.7,2360,119,1170,74.1,790,212,352,257,53.1,213,34.4,81.6,58.9,35.4,32.8,75
2014-04-29 0:00,13300,238,631,1200,10700,3940,407,305,745,3990,633,386,2980,460,1220,163,1680,820,607,365,102,639,110,159,98.9,64.7,55,212
2014-04-30 0:00,47400,3120,5740,12000,18500,5360,718,881,1920,10400,1160,1160,9010,1350,2410,536,4510,1850,1530,935,455,900,281,2110,1270,985,1350,4360
2014-05-01 0:00,83900,2460,5080,20800,38200,12700,1020,1090,2180,14500,2030,645,11500,964,3790,558,5070,1830,1470,877,373,739,262,1060,528,250,532,2820
2014-05-02 0:00,66900,784,2060,5970,39000,13800,773,610,1760,13300,1970,378,9620,625,3780,503,3330,1350,1080,504,440,606,184,403,183,70.6,121,710
2014-05-03 0:00,45000,488,1340,3470,30100,10500,659,446,1430,10500,1650,259,7810,441,3180,448,2770,998,1120,660,354,519,137,295,137,57.3,81,545
2014-05-04 0:00,34300,397,1050,2700,24000,8290,601,367,1240,8700,1350,198,6550,342,2640,391,2370,773,1000,625,267,347,110,242,116,51.2,64.8,441
2014-05-05 0:00,27700,346,854,2200,20000,6830,554,324,1070,7250,1100,151,5420,274,2190,338,1890,610,711,394,202,293,89.5,206,102,47.4,49.4,207
2014-05-06 0:00,23800,327,798,1860,17100,5830,518,330,941,6170,957,119,4630,238,1910,292,1650,541,677,393,178,284,85.4,184,94.3,45,45.4,197
2014-05-07 0:00,20200,321,702,1670,15100,5180,516,313,856,5540,850,118,4410,240,1780,305,1730,579,694,337,251,253,207,185,95.7,46.4,47,173
2014-05-08 0:00,18600,301,674,1610,14000,4640,492,336,800,6050,891,144,4890,309,1560,297,1910,532,775,301,389,243,223,163,88.2,45.3,46.3,158
2014-05-09 0:00,16900,263,580,1400,13700,4190,456,297,725,5550,762,114,4070,232,1360,229,1630,462,684,301,294,214,154,144,80.6,42.8,43.5,138
2014-05-10 0:00,16200,255,546,1410,12700,3840,440,304,674,4830,673,108,3610,223,1220,188,1580,516,635,301,251,209,149,155,89.2,47.5,52.6,121
2014-05-11 0:00,15500,297,600,1590,11900,3640,439,323,664,4920,635,187,3930,359,1150,158,1700,615,698,301,325,204,216,160,89.5,47.4,51.5,118
2014-05-12 0:00,14100,261,479,1210,11500,3410,408,279,615,4840,577,149,3560,281,1110,130,1540,509,630,281,273,182,165,125,74,39.9,40.2,103
