date_time,storage,inflow,withdr,outflow,withdr_req,rel_req,available
2020-03-16,2075.287475,21,0,1.12,0,0,2096.287475
2020-03-17,2095.167475,18,0,1.12,0,0,2113.167475
2020-03-18,2112.047475,17,0,1.12,0,0,2129.047475
2020-03-19,2127.927475,15,0,1.12,0,0,2142.927475
2020-03-20,2141.807475,21,0,1.12,0,0,2162.807475
2020-03-21,2161.687475,23,0,1.12,0,0,2184.687475
2020-03-22,2183.567475,18,0,1.12,0,0,2201.567475
2020-03-23,2200.447475,16.6,0,1.12,0,0,2217.047475
2020-03-24,2215.927475,15,0,1.12,0,0,2230.927475
2020-03-25,2229.807475,14,0,1.12,0,0,2243.807475
2020-03-26,2242.687475,14,0,1.12,0,0,2256.687475
2020-03-27,2255.567475,13.7,0,1.12,0,0,2269.267475
2020-03-28,2268.147475,13,0,1.12,0,0,2281.147475
2020-03-29,2280.027475,13,0,1.12,0,0,2293.027475
2020-03-30,2291.907475,11.8,0,1.12,0,0,2303.707475
2020-03-31,2302.587475,16,0,1.12,0,0,2318.587475
2020-04-01,2317.467475,19,0,1.12,0,0,2336.467475
2020-04-02,2335.347475,13,0,1.12,0,0,2348.347475
2020-04-03,2347.227475,14,0,1.12,0,0,2361.227475
2020-04-04,2360.107475,19,0,1.12,0,0,2379.107475
2020-04-05,2377.987475,14,0,1.12,0,0,2391.987475
2020-04-06,2390.867475,13,0,1.12,0,0,2403.867475
2020-04-07,2402.747475,11.8,0,1.12,0,0,2414.547475
2020-04-08,2413.427475,13,0,1.12,0,0,2426.427475
2020-04-09,2425.307475,16,0,1.12,0,0,2441.307475
2020-04-10,2440.187475,22,0,1.12,0,0,2462.187475
2020-04-11,2461.067475,24,0,1.12,0,0,2485.067475
2020-04-12,2483.947475,14,0,1.12,0,0,2497.947475
2020-04-13,2496.827475,13,0,1.12,0,0,2509.827475
2020-04-14,2508.707475,12,0,1.12,0,0,2520.707475
2020-04-15,2519.587475,12,0,1.12,0,0,2531.587475
2020-04-16,2530.467475,11,0,1.12,0,0,2541.467475
2020-04-17,2540.347475,10,0,1.12,0,0,2550.347475
2020-04-18,2549.227475,10,0,1.12,0,0,2559.227475
2020-04-19,2558.107475,10,0,1.12,0,0,2568.107475
2020-04-20,2566.987475,10,0,1.12,0,0,2576.987475
2020-04-21,2575.867475,10,0,1.12,0,0,2585.867475
2020-04-22,2584.747475,13,0,1.12,0,0,2597.747475
2020-04-23,2596.627475,10,0,1.12,0,0,2606.627475
2020-04-24,2605.507475,9,0,1.12,0,0,2614.507475
2020-04-25,2613.387475,8,0,1.12,0,0,2621.387475
2020-04-26,2620.267475,8,0,1.12,0,0,2628.267475
2020-04-27,2627.147475,8,0,1.12,0,0,2635.147475
2020-04-28,2634.027475,7,0,1.12,0,0,2641.027475
2020-04-29,2639.907475,7,0,1.12,0,0,2646.907475
2020-04-30,2645.787475,6,0,1.12,0,0,2651.787475
2020-05-01,2650.667475,6,0,1.12,0,0,2656.667475
2020-05-02,2655.547475,6,0,1.12,0,0,2661.547475
2020-05-03,2660.427475,5,0,1.12,0,0,2665.427475
2020-05-04,2664.307475,5,0,1.12,0,0,2669.307475
2020-05-05,2668.187475,5,0,1.12,0,0,2673.187475
2020-05-06,2672.067475,5,0,1.12,0,0,2677.067475
2020-05-07,2675.947475,14,0,1.12,0,0,2689.947475
