date,lfalls,seneca,goose,monoc_jug,por
2021-01-30T11:00:00Z,6020,86,170,333,5592
2021-01-30T12:00:00Z,6040,80,155,337,5620
2021-01-30T13:00:00Z,6020,76,139,334,5620
2021-01-30T14:00:00Z,6000,74,122,330,5612
2021-01-30T15:00:00Z,5980,74,102,324,5580
2021-01-30T16:00:00Z,5962,74,108,318,5620
2021-01-30T17:00:00Z,5962,73,137,316,5648
2021-01-30T18:00:00Z,5962,74,163,315,5700
2021-01-30T19:00:00Z,5962,80,192,313,5740
2021-01-30T20:00:00Z,5980,88,215,313,5760
2021-01-30T21:00:00Z,5980,93,219,316,5778
2021-01-30T22:00:00Z,5980,94,218,318,5800
2021-01-30T23:00:00Z,5962,94,214,318,5815
2021-01-31T00:00:00Z,5945,94,209,319,5822
2021-01-31T01:00:00Z,5928,94,201,319,5840
2021-01-31T02:00:00Z,5910,93,200,320,5860
2021-01-31T03:00:00Z,5910,93,202,323,5840
2021-01-31T04:00:00Z,5928,93,208,329,5830
2021-01-31T05:00:00Z,5945,93,212,338,5808
2021-01-31T06:00:00Z,5945,93,216,350,5785
2021-01-31T07:00:00Z,5945,94,219,363,5755
2021-01-31T08:00:00Z,5980,93,219,375,5720
2021-01-31T09:00:00Z,6000,90,219,386,5685
2021-01-31T10:00:00Z,6060,90,219,392,5655
2021-01-31T11:00:00Z,6100,89,219,392,5648
2021-01-31T12:00:00Z,6120,87,219,391,5648
2021-01-31T13:00:00Z,6158,84,217,387,5648
2021-01-31T14:00:00Z,6192,83,233,382,5655
2021-01-31T15:00:00Z,6210,82,344,379,5670
2021-01-31T16:00:00Z,6250,82,356,375,5690
2021-01-31T17:00:00Z,6290,83,364,372,5678
2021-01-31T18:00:00Z,6310,85,330,372,5710
2021-01-31T19:00:00Z,6350,87,293,372,5700
2021-01-31T20:00:00Z,6370,94,262,375,5670
2021-01-31T21:00:00Z,6370,100,234,376,5685
2021-01-31T22:00:00Z,6370,103,228,377,5685
2021-01-31T23:00:00Z,6370,104,220,378,5712
2021-02-01T00:00:00Z,6370,104,209,380,5730
2021-02-01T01:00:00Z,6350,106,204,380,5748
